order_id,product_id,customer_id,price,quantity,order_date,shipping_date,order_status,payment_method,revenue,month_year,month_name,year,month_number,product_category,product_name,unit_cost_usd,profit
278158234,877572,75575808,208.94,1,2023-03-15,2023-03-21,Shipped,PayPal,208.94,2023-03,Mar,2023,3,Electronics,USB-C Hub,46.28,162.66
951078441,770487,43046464,30.42,2,2023-09-15,2023-09-20,Delivered,Apple Pay,60.84,2023-09,Sep,2023,9,Electronics,Wireless Headphones,27.87,5.100000000000001
430295664,334053,40150759,14.89,1,2024-03-19,2024-03-22,Processing,Credit Card,14.89,2024-03,Mar,2024,3,Electronics,Webcam HD,13.0,1.8900000000000006
738923667,809570,70597444,213.25,1,2024-08-22,2024-08-23,Delivered,Google Pay,213.25,2024-08,Aug,2024,8,Clothing,Hoodie,111.42,101.83
904187231,126225,80027662,231.92,4,2023-03-30,2023-04-02,Shipped,Apple Pay,927.68,2023-03,Mar,2023,3,Electronics,Bluetooth Speaker,22.88,836.16
985021282,191161,38716269,73.75,4,2023-06-10,2023-06-15,Returned,Google Pay,295.0,2023-06,Jun,2023,6,Home & Kitchen,Coffee Maker,50.5,93.0
711181411,388389,62401521,267.21,3,2023-11-02,2023-11-08,Delivered,Google Pay,801.6299999999999,2023-11,Nov,2023,11,Electronics,Laptop Stand,88.92,534.8699999999999
409893263,191161,43528453,176.08,4,2023-02-12,2023-02-13,Processing,Google Pay,704.32,2023-02,Feb,2023,2,Home & Kitchen,Coffee Maker,50.5,502.32000000000005
571537429,126225,45594597,256.91,2,2024-02-27,2024-03-04,Delivered,Debit Card,513.82,2024-02,Feb,2024,2,Electronics,Bluetooth Speaker,22.88,468.06000000000006
233523720,877572,15917225,62.58,5,2023-07-18,2023-07-19,Returned,Credit Card,312.9,2023-07,Jul,2023,7,Electronics,USB-C Hub,46.28,81.49999999999997
603260608,191161,43189803,169.39,3,2024-04-17,2024-04-23,Cancelled,Credit Card,508.16999999999996,2024-04,Apr,2024,4,Home & Kitchen,Coffee Maker,50.5,356.66999999999996
839462365,877572,15134794,204.67,2,2024-01-01,2024-01-03,Delivered,PayPal,409.34,2024-01,Jan,2024,1,Electronics,USB-C Hub,46.28,316.78
426515425,216739,47463522,105.21,3,2024-05-12,2024-05-16,Cancelled,Google Pay,315.63,2024-05,May,2024,5,Electronics,Smart Watch,36.99,204.66
851333320,126225,64009265,58.9,3,2023-11-20,2023-11-24,Delivered,Debit Card,176.7,2023-11,Nov,2023,11,Electronics,Bluetooth Speaker,22.88,108.05999999999999
532190231,876646,27896471,114.24,3,2023-10-11,2023-10-18,Shipped,Apple Pay,342.71999999999997,2023-10,Oct,2023,10,Clothing,Cargo Shorts,8.69,316.65
392322121,126225,12621534,60.96,5,2024-07-18,2024-07-19,Delivered,PayPal,304.8,2024-07,Jul,2024,7,Electronics,Bluetooth Speaker,22.88,190.40000000000003
637377910,191161,73123515,222.72,1,2023-07-21,2023-07-24,Cancelled,Credit Card,222.72,2023-07,Jul,2023,7,Home & Kitchen,Coffee Maker,50.5,172.22
679800791,770487,23676961,233.06,2,2024-08-15,2024-08-19,Delivered,Google Pay,466.12,2024-08,Aug,2024,8,Electronics,Wireless Headphones,27.87,410.38
630208579,388389,12601580,234.8,3,2024-04-28,2024-05-04,Shipped,Debit Card,704.4000000000001,2024-04,Apr,2024,4,Electronics,Laptop Stand,88.92,437.6400000000001
570040006,719176,25898299,144.75,5,2023-10-25,2023-10-27,Delivered,Apple Pay,723.75,2023-10,Oct,2023,10,Home & Kitchen,Cast Iron Pan,90.67,270.4
186373782,356787,59529086,289.55,5,2023-09-02,2023-09-09,Cancelled,Debit Card,1447.75,2023-09,Sep,2023,9,Electronics,Mechanical Keyboard,38.72,1254.15
742136977,671858,67276174,174.23,5,2023-06-13,2023-06-15,Cancelled,Debit Card,871.15,2023-06,Jun,2023,6,Home & Kitchen,Air Fryer,110.01,321.0999999999999
142800191,876646,50308572,230.82,2,2023-02-11,2023-02-13,Delivered,PayPal,461.64,2023-02,Feb,2023,2,Clothing,Cargo Shorts,8.69,444.26
563887247,216739,98986321,146.2,4,2024-01-05,2024-01-09,Delivered,Credit Card,584.8,2024-01,Jan,2024,1,Electronics,Smart Watch,36.99,436.8399999999999
888699799,126225,70467027,167.85,2,2023-09-27,2023-10-02,Shipped,Apple Pay,335.7,2023-09,Sep,2023,9,Electronics,Bluetooth Speaker,22.88,289.94
446090161,356787,17901903,119.13,2,2024-06-13,2024-06-16,Processing,Apple Pay,238.26,2024-06,Jun,2024,6,Electronics,Mechanical Keyboard,38.72,160.82
748232591,356787,68526649,149.8,5,2024-05-13,2024-05-20,Delivered,Google Pay,749.0,2024-05,May,2024,5,Electronics,Mechanical Keyboard,38.72,555.4
368830491,216739,23903144,196.6,2,2023-03-20,2023-03-25,Delivered,Debit Card,393.2,2023-03,Mar,2023,3,Electronics,Smart Watch,36.99,319.21999999999997
127772220,770487,99115205,245.23,1,2023-08-24,2023-08-28,Shipped,Apple Pay,245.23,2023-08,Aug,2023,8,Electronics,Wireless Headphones,27.87,217.35999999999999
198061499,216739,75575808,80.65,2,2024-02-25,2024-02-26,Processing,Google Pay,161.3,2024-02,Feb,2024,2,Electronics,Smart Watch,36.99,87.32000000000001
345805719,770487,51870192,58.23,2,2023-05-31,2023-06-01,Processing,Apple Pay,116.46,2023-05,May,2023,5,Electronics,Wireless Headphones,27.87,60.71999999999999
824022357,207473,47535126,221.1,3,2023-01-20,2023-01-26,Delivered,Debit Card,663.3,2023-01,Jan,2023,1,Clothing,Graphic Tee,66.43,464.00999999999993
997603725,246316,41039390,73.61,4,2024-05-08,2024-05-10,Processing,Debit Card,294.44,2024-05,May,2024,5,Clothing,Running Jacket,48.71,99.6
717615339,671858,89699989,201.29,3,2023-07-06,2023-07-11,Delivered,PayPal,603.87,2023-07,Jul,2023,7,Home & Kitchen,Air Fryer,110.01,273.84
730418447,719176,98787891,119.67,2,2023-03-12,2023-03-14,Delivered,Credit Card,239.34,2023-03,Mar,2023,3,Home & Kitchen,Cast Iron Pan,90.67,58.0
122275263,877572,13895645,249.68,5,2024-12-01,2024-12-05,Delivered,Debit Card,1248.4,2024-12,Dec,2024,12,Electronics,USB-C Hub,46.28,1017.0000000000001
921155204,246316,68186525,164.1,1,2023-02-09,2023-02-16,Delivered,Apple Pay,164.1,2023-02,Feb,2023,2,Clothing,Running Jacket,48.71,115.38999999999999
821856853,770487,19553585,135.12,4,2024-11-25,2024-12-01,Delivered,Credit Card,540.48,2024-11,Nov,2024,11,Electronics,Wireless Headphones,27.87,429.0
981994345,876646,99038526,232.9,3,2024-05-08,2024-05-15,Processing,Google Pay,698.7,2024-05,May,2024,5,Clothing,Cargo Shorts,8.69,672.63
389385259,216739,54769200,77.42,1,2024-05-03,2024-05-10,Delivered,Google Pay,77.42,2024-05,May,2024,5,Electronics,Smart Watch,36.99,40.43
718740490,719176,45159040,215.64,1,2023-07-13,2023-07-14,Processing,Google Pay,215.64,2023-07,Jul,2023,7,Home & Kitchen,Cast Iron Pan,90.67,124.96999999999998
143198431,216739,50392808,209.44,3,2024-11-01,2024-11-03,Shipped,PayPal,628.3199999999999,2024-11,Nov,2024,11,Electronics,Smart Watch,36.99,517.3499999999999
919382051,126225,67403166,173.74,5,2024-07-02,2024-07-06,Delivered,Apple Pay,868.7,2024-07,Jul,2024,7,Electronics,Bluetooth Speaker,22.88,754.3000000000001
912037475,877572,87701200,170.91,3,2024-01-15,2024-01-20,Delivered,Google Pay,512.73,2024-01,Jan,2024,1,Electronics,USB-C Hub,46.28,373.89
288109614,356787,99100953,260.5,1,2023-05-22,2023-05-29,Cancelled,Debit Card,260.5,2023-05,May,2023,5,Electronics,Mechanical Keyboard,38.72,221.78
605196410,246316,16729990,157.41,3,2023-04-13,2023-04-15,Returned,Google Pay,472.23,2023-04,Apr,2023,4,Clothing,Running Jacket,48.71,326.1
657233178,207473,75884623,122.83,1,2023-02-23,2023-02-25,Returned,Credit Card,122.83,2023-02,Feb,2023,2,Clothing,Graphic Tee,66.43,56.39999999999999
799552991,877572,38754377,74.3,1,2023-03-07,2023-03-10,Processing,Credit Card,74.3,2023-03,Mar,2023,3,Electronics,USB-C Hub,46.28,28.019999999999996
574840200,877572,68461818,93.07,5,2024-11-02,2024-11-07,Delivered,Debit Card,465.34999999999997,2024-11,Nov,2024,11,Electronics,USB-C Hub,46.28,233.94999999999996
398668350,809570,70897765,200.49,5,2023-07-26,2023-08-02,Delivered,Debit Card,1002.45,2023-07,Jul,2023,7,Clothing,Hoodie,111.42,445.35
294872482,770487,72732043,77.17,2,2024-06-12,2024-06-18,Cancelled,Credit Card,154.34,2024-06,Jun,2024,6,Electronics,Wireless Headphones,27.87,98.6
728492896,770487,82772208,236.1,3,2023-03-30,2023-04-02,Cancelled,Apple Pay,708.3,2023-03,Mar,2023,3,Electronics,Wireless Headphones,27.87,624.6899999999999
568027936,334053,98986321,214.04,1,2023-01-16,2023-01-22,Processing,PayPal,214.04,2023-01,Jan,2023,1,Electronics,Webcam HD,13.0,201.04
781594897,876646,50477742,289.34,3,2023-12-23,2023-12-26,Delivered,Google Pay,868.02,2023-12,Dec,2023,12,Clothing,Cargo Shorts,8.69,841.9499999999999
974288855,877572,51663795,85.71,4,2024-08-11,2024-08-12,Processing,Credit Card,342.84,2024-08,Aug,2024,8,Electronics,USB-C Hub,46.28,157.71999999999997
627986559,126225,61700055,158.84,3,2023-04-30,2023-05-07,Processing,Google Pay,476.52,2023-04,Apr,2023,4,Electronics,Bluetooth Speaker,22.88,407.88
197970787,388389,83542887,233.28,3,2024-07-30,2024-08-03,Returned,Apple Pay,699.84,2024-07,Jul,2024,7,Electronics,Laptop Stand,88.92,433.08000000000004
604669821,809570,15512205,43.71,1,2023-01-29,2023-02-02,Shipped,Debit Card,43.71,2023-01,Jan,2023,1,Clothing,Hoodie,111.42,-67.71000000000001
473620340,809570,47393469,159.78,1,2024-02-27,2024-03-01,Cancelled,PayPal,159.78,2024-02,Feb,2024,2,Clothing,Hoodie,111.42,48.36
538460431,877572,51154241,170.81,2,2023-12-17,2023-12-18,Shipped,PayPal,341.62,2023-12,Dec,2023,12,Electronics,USB-C Hub,46.28,249.06
457887167,126225,21003626,154.7,2,2024-11-30,2024-12-02,Delivered,Debit Card,309.4,2024-11,Nov,2024,11,Electronics,Bluetooth Speaker,22.88,263.64
444733679,216739,11250299,189.38,2,2023-09-13,2023-09-20,Returned,Credit Card,378.76,2023-09,Sep,2023,9,Electronics,Smart Watch,36.99,304.78
819550381,216739,26194158,188.0,5,2024-11-10,2024-11-14,Delivered,Apple Pay,940.0,2024-11,Nov,2024,11,Electronics,Smart Watch,36.99,755.05
212313264,356787,50079111,89.66,2,2024-08-11,2024-08-18,Returned,Google Pay,179.32,2024-08,Aug,2024,8,Electronics,Mechanical Keyboard,38.72,101.88
272684373,216739,38427073,132.71,5,2024-06-22,2024-06-29,Delivered,Google Pay,663.5500000000001,2024-06,Jun,2024,6,Electronics,Smart Watch,36.99,478.6
454123990,216739,94120751,160.27,3,2023-05-04,2023-05-10,Cancelled,Credit Card,480.81000000000006,2023-05,May,2023,5,Electronics,Smart Watch,36.99,369.84000000000003
542000551,770487,50785405,104.37,5,2024-08-17,2024-08-18,Returned,PayPal,521.85,2024-08,Aug,2024,8,Electronics,Wireless Headphones,27.87,382.5
844826434,126225,46553958,287.96,3,2023-10-03,2023-10-07,Delivered,Debit Card,863.8799999999999,2023-10,Oct,2023,10,Electronics,Bluetooth Speaker,22.88,795.2399999999999
632005813,246316,76354180,117.96,4,2024-12-18,2024-12-25,Delivered,Apple Pay,471.84,2024-12,Dec,2024,12,Clothing,Running Jacket,48.71,277.0
409471503,126225,63238057,246.11,3,2024-12-03,2024-12-05,Returned,Debit Card,738.33,2024-12,Dec,2024,12,Electronics,Bluetooth Speaker,22.88,669.69
811443654,872246,38210242,242.0,2,2023-07-20,2023-07-22,Shipped,Credit Card,484.0,2023-07,Jul,2023,7,Clothing,Denim Jeans,29.09,425.82
529982328,126225,32321899,164.84,3,2024-10-07,2024-10-12,Returned,Apple Pay,494.52,2024-10,Oct,2024,10,Electronics,Bluetooth Speaker,22.88,425.88
973559879,770487,99100953,57.36,2,2023-04-12,2023-04-18,Returned,PayPal,114.72,2023-04,Apr,2023,4,Electronics,Wireless Headphones,27.87,58.98
916580415,246316,64634663,107.04,3,2024-04-05,2024-04-11,Delivered,Google Pay,321.12,2024-04,Apr,2024,4,Clothing,Running Jacket,48.71,174.99
690661740,872246,45159040,129.4,3,2023-12-19,2023-12-20,Returned,Google Pay,388.20000000000005,2023-12,Dec,2023,12,Clothing,Denim Jeans,29.09,300.93000000000006
139403247,877572,73900135,60.61,3,2024-10-26,2024-10-31,Delivered,PayPal,181.82999999999998,2024-10,Oct,2024,10,Electronics,USB-C Hub,46.28,42.98999999999998
588365604,809570,19553585,120.5,3,2024-04-02,2024-04-03,Shipped,Debit Card,361.5,2024-04,Apr,2024,4,Clothing,Hoodie,111.42,27.24000000000001
194553481,126225,42747037,175.76,1,2024-10-08,2024-10-13,Delivered,Debit Card,175.76,2024-10,Oct,2024,10,Electronics,Bluetooth Speaker,22.88,152.88
437710224,126225,70152969,87.56,4,2023-10-26,2023-11-01,Delivered,Apple Pay,350.24,2023-10,Oct,2023,10,Electronics,Bluetooth Speaker,22.88,258.72
371011200,671858,64813568,289.99,4,2024-08-24,2024-08-29,Delivered,Debit Card,1159.96,2024-08,Aug,2024,8,Home & Kitchen,Air Fryer,110.01,719.9200000000001
447112584,216739,88055069,213.19,1,2023-09-15,2023-09-21,Delivered,Debit Card,213.19,2023-09,Sep,2023,9,Electronics,Smart Watch,36.99,176.2
224469868,770487,30509175,17.64,4,2024-07-15,2024-07-16,Processing,Credit Card,70.56,2024-07,Jul,2024,7,Electronics,Wireless Headphones,27.87,-40.92
929517022,216739,41944441,99.71,2,2024-11-01,2024-11-05,Cancelled,PayPal,199.42,2024-11,Nov,2024,11,Electronics,Smart Watch,36.99,125.43999999999998
533979662,246316,11980765,59.47,1,2024-06-23,2024-06-30,Cancelled,PayPal,59.47,2024-06,Jun,2024,6,Clothing,Running Jacket,48.71,10.759999999999998
652543518,191161,65682626,166.76,3,2024-04-23,2024-04-30,Processing,Apple Pay,500.28,2024-04,Apr,2024,4,Home & Kitchen,Coffee Maker,50.5,348.78
985758835,126225,81690398,181.33,4,2024-07-06,2024-07-08,Cancelled,Google Pay,725.32,2024-07,Jul,2024,7,Electronics,Bluetooth Speaker,22.88,633.8000000000001
101235946,334053,47080140,273.58,4,2024-06-30,2024-07-03,Processing,Debit Card,1094.32,2024-06,Jun,2024,6,Electronics,Webcam HD,13.0,1042.32
806157458,126225,49682169,55.15,1,2024-02-27,2024-03-01,Delivered,Google Pay,55.15,2024-02,Feb,2024,2,Electronics,Bluetooth Speaker,22.88,32.269999999999996
682605435,191161,75181648,146.06,1,2023-12-19,2023-12-22,Cancelled,Apple Pay,146.06,2023-12,Dec,2023,12,Home & Kitchen,Coffee Maker,50.5,95.56
596043327,671858,31227574,94.94,2,2024-03-16,2024-03-23,Returned,Credit Card,189.88,2024-03,Mar,2024,3,Home & Kitchen,Air Fryer,110.01,-30.140000000000015
543721204,877572,72415804,82.46,4,2024-03-23,2024-03-27,Returned,Apple Pay,329.84,2024-03,Mar,2024,3,Electronics,USB-C Hub,46.28,144.71999999999997
158201193,877572,99682738,231.71,5,2023-09-03,2023-09-08,Returned,PayPal,1158.55,2023-09,Sep,2023,9,Electronics,USB-C Hub,46.28,927.15
301415220,388389,53868501,64.51,1,2023-10-03,2023-10-07,Delivered,Debit Card,64.51,2023-10,Oct,2023,10,Electronics,Laptop Stand,88.92,-24.409999999999997
656670062,877572,42949803,213.13,4,2024-04-08,2024-04-11,Delivered,PayPal,852.52,2024-04,Apr,2024,4,Electronics,USB-C Hub,46.28,667.4
488457631,770487,88339168,88.06,4,2023-04-15,2023-04-18,Cancelled,Credit Card,352.24,2023-04,Apr,2023,4,Electronics,Wireless Headphones,27.87,240.76
768548027,770487,62343121,131.86,4,2023-08-11,2023-08-14,Delivered,Apple Pay,527.44,2023-08,Aug,2023,8,Electronics,Wireless Headphones,27.87,415.96000000000004
912224654,876646,15134794,227.66,2,2023-03-24,2023-03-31,Delivered,PayPal,455.32,2023-03,Mar,2023,3,Clothing,Cargo Shorts,8.69,437.94
635252889,877572,15334035,82.51,4,2023-07-16,2023-07-23,Returned,Credit Card,330.04,2023-07,Jul,2023,7,Electronics,USB-C Hub,46.28,144.92000000000002
771527524,216739,55728776,233.65,4,2023-09-12,2023-09-16,Delivered,Credit Card,934.6,2023-09,Sep,2023,9,Electronics,Smart Watch,36.99,786.64
574637858,877572,41068214,203.13,2,2023-04-07,2023-04-12,Shipped,Apple Pay,406.26,2023-04,Apr,2023,4,Electronics,USB-C Hub,46.28,313.7
916033628,809570,81969657,221.18,5,2023-06-12,2023-06-18,Processing,Credit Card,1105.9,2023-06,Jun,2023,6,Clothing,Hoodie,111.42,548.8000000000001
155417727,388389,45810056,267.37,2,2023-07-23,2023-07-26,Delivered,Debit Card,534.74,2023-07,Jul,2023,7,Electronics,Laptop Stand,88.92,356.9
318568997,809570,78139880,90.06,1,2023-06-21,2023-06-28,Shipped,Debit Card,90.06,2023-06,Jun,2023,6,Clothing,Hoodie,111.42,-21.36
386749454,770487,23676961,209.63,2,2024-12-08,2024-12-12,Delivered,Credit Card,419.26,2024-12,Dec,2024,12,Electronics,Wireless Headphones,27.87,363.52
689720101,770487,89133014,279.94,1,2024-09-25,2024-09-28,Delivered,PayPal,279.94,2024-09,Sep,2024,9,Electronics,Wireless Headphones,27.87,252.07
240674381,770487,69476001,101.84,5,2024-05-14,2024-05-16,Returned,PayPal,509.20000000000005,2024-05,May,2024,5,Electronics,Wireless Headphones,27.87,369.85
409268943,671858,25898299,209.87,3,2023-07-17,2023-07-18,Cancelled,Debit Card,629.61,2023-07,Jul,2023,7,Home & Kitchen,Air Fryer,110.01,299.58
570423569,388389,62274692,172.11,5,2024-12-24,2024-12-28,Cancelled,Apple Pay,860.5500000000001,2024-12,Dec,2024,12,Electronics,Laptop Stand,88.92,415.95000000000005
849740261,877572,40094589,222.39,3,2023-12-23,2023-12-26,Returned,Google Pay,667.17,2023-12,Dec,2023,12,Electronics,USB-C Hub,46.28,528.3299999999999
620455331,719176,17672593,54.95,3,2023-03-12,2023-03-17,Returned,PayPal,164.85000000000002,2023-03,Mar,2023,3,Home & Kitchen,Cast Iron Pan,90.67,-107.15999999999997
230380269,770487,41329612,119.91,2,2024-10-15,2024-10-20,Delivered,Google Pay,239.82,2024-10,Oct,2024,10,Electronics,Wireless Headphones,27.87,184.07999999999998
130998324,216739,78371272,290.47,4,2023-03-06,2023-03-12,Delivered,Google Pay,1161.88,2023-03,Mar,2023,3,Electronics,Smart Watch,36.99,1013.9200000000001
776481264,809570,12735359,92.1,4,2023-06-07,2023-06-12,Cancelled,PayPal,368.4,2023-06,Jun,2023,6,Clothing,Hoodie,111.42,-77.28000000000003
753770973,770487,81498611,263.3,2,2023-05-13,2023-05-15,Delivered,Apple Pay,526.6,2023-05,May,2023,5,Electronics,Wireless Headphones,27.87,470.86
958256589,877572,64277800,190.94,5,2024-05-16,2024-05-21,Delivered,Credit Card,954.7,2024-05,May,2024,5,Electronics,USB-C Hub,46.28,723.3000000000001
356943695,770487,77187530,152.5,1,2023-08-02,2023-08-08,Shipped,Credit Card,152.5,2023-08,Aug,2023,8,Electronics,Wireless Headphones,27.87,124.63
862123506,356787,94525678,215.44,5,2024-01-13,2024-01-20,Delivered,Google Pay,1077.2,2024-01,Jan,2024,1,Electronics,Mechanical Keyboard,38.72,883.6
270057261,770487,39854548,288.56,1,2023-03-21,2023-03-23,Delivered,Debit Card,288.56,2023-03,Mar,2023,3,Electronics,Wireless Headphones,27.87,260.69
433665422,216739,16749089,175.3,2,2024-11-03,2024-11-05,Processing,Google Pay,350.6,2024-11,Nov,2024,11,Electronics,Smart Watch,36.99,276.62
691458887,334053,70465583,113.8,4,2024-10-15,2024-10-20,Cancelled,Apple Pay,455.2,2024-10,Oct,2024,10,Electronics,Webcam HD,13.0,403.2
114682844,216739,36757737,107.87,2,2024-02-16,2024-02-21,Processing,Google Pay,215.74,2024-02,Feb,2024,2,Electronics,Smart Watch,36.99,141.76
692975437,246316,54058573,255.0,4,2024-07-17,2024-07-20,Returned,Apple Pay,1020.0,2024-07,Jul,2024,7,Clothing,Running Jacket,48.71,825.16
538076670,191161,46249845,168.22,4,2023-09-04,2023-09-09,Returned,Google Pay,672.88,2023-09,Sep,2023,9,Home & Kitchen,Coffee Maker,50.5,470.88
200082623,719176,78064830,288.34,1,2024-04-08,2024-04-12,Cancelled,Credit Card,288.34,2024-04,Apr,2024,4,Home & Kitchen,Cast Iron Pan,90.67,197.66999999999996
341270488,388389,98986321,11.89,2,2023-05-19,2023-05-22,Delivered,PayPal,23.78,2023-05,May,2023,5,Electronics,Laptop Stand,88.92,-154.06
221827951,770487,23492385,158.26,5,2023-10-10,2023-10-15,Processing,Debit Card,791.3,2023-10,Oct,2023,10,Electronics,Wireless Headphones,27.87,651.9499999999999
595475899,126225,17849494,116.44,5,2023-05-22,2023-05-25,Delivered,Debit Card,582.2,2023-05,May,2023,5,Electronics,Bluetooth Speaker,22.88,467.80000000000007
226128312,388389,87337818,175.02,2,2024-08-07,2024-08-11,Cancelled,Credit Card,350.04,2024-08,Aug,2024,8,Electronics,Laptop Stand,88.92,172.20000000000002
795472980,877572,19121552,270.71,5,2024-05-14,2024-05-21,Returned,Credit Card,1353.55,2024-05,May,2024,5,Electronics,USB-C Hub,46.28,1122.1499999999999
993506934,207473,42329237,32.75,1,2024-08-13,2024-08-17,Returned,PayPal,32.75,2024-08,Aug,2024,8,Clothing,Graphic Tee,66.43,-33.68000000000001
265325235,356787,26288475,44.95,2,2024-03-02,2024-03-09,Cancelled,Google Pay,89.9,2024-03,Mar,2024,3,Electronics,Mechanical Keyboard,38.72,12.460000000000008
635126623,877572,38427073,21.93,5,2023-11-09,2023-11-14,Processing,Debit Card,109.65,2023-11,Nov,2023,11,Electronics,USB-C Hub,46.28,-121.75
869446962,356787,50603163,205.34,4,2023-06-06,2023-06-07,Shipped,Google Pay,821.36,2023-06,Jun,2023,6,Electronics,Mechanical Keyboard,38.72,666.48
413383963,207473,92097999,238.04,2,2024-03-18,2024-03-21,Delivered,PayPal,476.08,2024-03,Mar,2024,3,Clothing,Graphic Tee,66.43,343.21999999999997
646397165,216739,67556566,125.76,1,2023-02-20,2023-02-25,Shipped,Google Pay,125.76,2023-02,Feb,2023,2,Electronics,Smart Watch,36.99,88.77000000000001
857429971,334053,82556484,172.19,4,2023-05-19,2023-05-23,Shipped,Google Pay,688.76,2023-05,May,2023,5,Electronics,Webcam HD,13.0,636.76
393587744,877572,91378577,80.26,3,2024-06-20,2024-06-22,Returned,Apple Pay,240.78000000000003,2024-06,Jun,2024,6,Electronics,USB-C Hub,46.28,101.94000000000003
546129354,356787,63238057,204.8,4,2023-04-02,2023-04-03,Delivered,PayPal,819.2,2023-04,Apr,2023,4,Electronics,Mechanical Keyboard,38.72,664.32
996278008,770487,14380847,296.41,5,2023-11-09,2023-11-11,Returned,Apple Pay,1482.0500000000002,2023-11,Nov,2023,11,Electronics,Wireless Headphones,27.87,1342.7000000000003
618079974,770487,24366125,118.4,1,2023-07-24,2023-07-30,Delivered,Credit Card,118.4,2023-07,Jul,2023,7,Electronics,Wireless Headphones,27.87,90.53
607042130,877572,66775103,109.54,1,2023-10-22,2023-10-23,Delivered,Apple Pay,109.54,2023-10,Oct,2023,10,Electronics,USB-C Hub,46.28,63.260000000000005
361704064,216739,80138498,69.09,5,2024-07-04,2024-07-06,Returned,PayPal,345.45000000000005,2024-07,Jul,2024,7,Electronics,Smart Watch,36.99,160.50000000000003
590470737,872246,50780112,212.63,1,2023-05-25,2023-05-31,Shipped,Google Pay,212.63,2023-05,May,2023,5,Clothing,Denim Jeans,29.09,183.54
691916368,719176,81498611,27.42,2,2023-09-19,2023-09-21,Returned,Google Pay,54.84,2023-09,Sep,2023,9,Home & Kitchen,Cast Iron Pan,90.67,-126.5
255308128,770487,18593410,88.67,3,2024-02-02,2024-02-08,Returned,Credit Card,266.01,2024-02,Feb,2024,2,Electronics,Wireless Headphones,27.87,182.39999999999998
511872350,877572,28024248,293.21,1,2024-01-25,2024-01-30,Delivered,Apple Pay,293.21,2024-01,Jan,2024,1,Electronics,USB-C Hub,46.28,246.92999999999998
304666325,191161,38754377,155.18,4,2023-07-10,2023-07-12,Processing,Credit Card,620.72,2023-07,Jul,2023,7,Home & Kitchen,Coffee Maker,50.5,418.72
743576792,126225,68326160,225.86,1,2024-05-16,2024-05-20,Delivered,PayPal,225.86,2024-05,May,2024,5,Electronics,Bluetooth Speaker,22.88,202.98000000000002
645719501,356787,30863865,245.44,3,2024-05-28,2024-05-31,Shipped,Credit Card,736.3199999999999,2024-05,May,2024,5,Electronics,Mechanical Keyboard,38.72,620.16
901325519,872246,11049999,270.17,2,2023-06-05,2023-06-08,Delivered,Apple Pay,540.34,2023-06,Jun,2023,6,Clothing,Denim Jeans,29.09,482.16
246574716,872246,72394301,75.94,2,2024-10-02,2024-10-08,Processing,Debit Card,151.88,2024-10,Oct,2024,10,Clothing,Denim Jeans,29.09,93.69999999999999
174958005,334053,68450095,167.24,2,2023-12-04,2023-12-08,Cancelled,Debit Card,334.48,2023-12,Dec,2023,12,Electronics,Webcam HD,13.0,308.48
396618390,207473,11250299,209.66,5,2023-05-22,2023-05-25,Delivered,Apple Pay,1048.3,2023-05,May,2023,5,Clothing,Graphic Tee,66.43,716.1499999999999
